Id,UnimodId,Name,Description,Composition,AvgMass,MonoMass,Site,Position,Classification,SpecGroup,NeutralLoss,LastModified,Approved,Hidden
CyDye-Cy3:C,494,CyDye-Cy3,Cy3 CyDye DIGE Fluor saturation dye,H(44) C(37) N(4) O(6) S,672.8335,672.298156,C,Anywhere,Chemical derivative,1,FALSE,2012-09-15 00:20:19,FALSE,TRUE
DimethylpyrroleAdduct:K,316,DimethylpyrroleAdduct,"2,5-dimethypyrrole",H(6) C(6),78.1118,78.04695,K,Anywhere,Chemical derivative,1,FALSE,2006-10-16 11:14:22,TRUE,TRUE
Delta:H(2)C(5):K,318,Delta:H(2)C(5),MDA adduct +62,H(2) C(5),62.0694,62.01565,K,Anywhere,Chemical derivative,1,FALSE,2006-10-16 10:29:55,TRUE,TRUE
Delta:H(2)C(3)O(1):K,319,Delta:H(2)C(3)O(1),MDA adduct +54,H(2) C(3) O,54.0474,54.010565,K,Anywhere,Chemical derivative,1,FALSE,2006-10-16 10:15:34,TRUE,TRUE
Delta:H(2)C(3)O(1):R,319,Delta:H(2)C(3)O(1),MDA adduct +54,H(2) C(3) O,54.0474,54.010565,R,Anywhere,Chemical derivative,2,FALSE,2006-10-16 10:15:34,TRUE,TRUE
Nethylmaleimide+water:C,320,Nethylmaleimide+water,Nethylmaleimidehydrolysis,H(9) C(6) N O(3),143.1406,143.058243,C,Anywhere,Chemical derivative,1,FALSE,2006-10-17 11:40:14,TRUE,TRUE
Nethylmaleimide+water:K,320,Nethylmaleimide+water,Nethylmaleimidehydrolysis,H(9) C(6) N O(3),143.1406,143.058243,K,Anywhere,Chemical derivative,2,FALSE,2006-10-17 11:40:14,TRUE,TRUE
Methyl+Acetyl:2H(3):K,768,Methyl+Acetyl:2H(3),Mono-methylated lysine labelled with Acetyl_heavy,H 2H(3) C(3) O,59.0817,59.045045,K,Anywhere,Isotopic label,1,FALSE,2007-09-07 16:56:17,FALSE,TRUE
Xlink:B10621:C,323,Xlink:B10621,bis-((N-iodoacetyl)piperazinyl)sulfonerhodamine,H(30) C(31) N(4) O(6) S I,713.5626,713.093079,C,Anywhere,Chemical derivative,1,FALSE,2017-09-05 15:32:46,TRUE,TRUE
Xlink:DTBP[87]:K,324,Xlink:DTBP[87],Cleaved and reduced DTBP crosslinker,H(5) C(3) N S,87.1435,87.01427,K,Anywhere,Chemical derivative,1,FALSE,2017-08-18 14:19:18,FALSE,TRUE
Xlink:DTBP[87]:P-N-term,324,Xlink:DTBP[87],Cleaved and reduced DTBP crosslinker,H(5) C(3) N S,87.1435,87.01427,N-term,Protein N-term,Chemical derivative,2,FALSE,2017-08-18 14:19:18,FALSE,TRUE
FP-Biotin:S,325,FP-Biotin,10-ethoxyphosphinyl-N-(biotinamidopentyl)decanamide,H(49) C(27) N(4) O(5) P S,572.7405,572.316129,S,Anywhere,Chemical derivative,1,FALSE,2010-02-24 20:54:27,FALSE,TRUE
FP-Biotin:Y,325,FP-Biotin,10-ethoxyphosphinyl-N-(biotinamidopentyl)decanamide,H(49) C(27) N(4) O(5) P S,572.7405,572.316129,Y,Anywhere,Chemical derivative,2,FALSE,2010-02-24 20:54:27,FALSE,TRUE
FP-Biotin:T,325,FP-Biotin,10-ethoxyphosphinyl-N-(biotinamidopentyl)decanamide,H(49) C(27) N(4) O(5) P S,572.7405,572.316129,T,Anywhere,Chemical derivative,3,FALSE,2010-02-24 20:54:27,FALSE,TRUE
FP-Biotin:K,325,FP-Biotin,10-ethoxyphosphinyl-N-(biotinamidopentyl)decanamide,H(49) C(27) N(4) O(5) P S,572.7405,572.316129,K,Anywhere,Chemical derivative,4,FALSE,2010-02-24 20:54:27,FALSE,TRUE
Thiophos-S-S-biotin:S,332,Thiophos-S-S-biotin,thiophosphate labeled with biotin-HPDP,H(34) C(19) N(4) O(5) P S(3),525.6658,525.142894,S,Anywhere,Chemical derivative,1,FALSE,2006-10-16 17:02:42,TRUE,TRUE
Thiophos-S-S-biotin:T,332,Thiophos-S-S-biotin,thiophosphate labeled with biotin-HPDP,H(34) C(19) N(4) O(5) P S(3),525.6658,525.142894,T,Anywhere,Chemical derivative,2,FALSE,2006-10-16 17:02:42,TRUE,TRUE
Thiophos-S-S-biotin:Y,332,Thiophos-S-S-biotin,thiophosphate labeled with biotin-HPDP,H(34) C(19) N(4) O(5) P S(3),525.6658,525.142894,Y,Anywhere,Chemical derivative,3,FALSE,2006-10-16 17:02:42,TRUE,TRUE
Thiophos-S-S-biotin:Y:NL,332,Thiophos-S-S-biotin,thiophosphate labeled with biotin-HPDP,H(34) C(19) N(4) O(5) P S(3),525.6658,525.142894,Y,Anywhere,Chemical derivative,3,TRUE,2006-10-16 17:02:42,TRUE,TRUE
Thiophos-S-S-biotin:T:NL,332,Thiophos-S-S-biotin,thiophosphate labeled with biotin-HPDP,H(34) C(19) N(4) O(5) P S(3),525.6658,525.142894,T,Anywhere,Chemical derivative,2,TRUE,2006-10-16 17:02:42,TRUE,TRUE
Thiophos-S-S-biotin:S:NL,332,Thiophos-S-S-biotin,thiophosphate labeled with biotin-HPDP,H(34) C(19) N(4) O(5) P S(3),525.6658,525.142894,S,Anywhere,Chemical derivative,1,TRUE,2006-10-16 17:02:42,TRUE,TRUE
Can-FP-biotin:S,333,Can-FP-biotin,6-N-biotinylaminohexyl isopropyl phosphate,H(34) C(19) N(3) O(5) P S,447.5291,447.195679,S,Anywhere,Chemical derivative,1,FALSE,2010-12-03 16:24:45,FALSE,TRUE
Can-FP-biotin:Y,333,Can-FP-biotin,6-N-biotinylaminohexyl isopropyl phosphate,H(34) C(19) N(3) O(5) P S,447.5291,447.195679,Y,Anywhere,Chemical derivative,2,FALSE,2010-12-03 16:24:45,FALSE,TRUE
Can-FP-biotin:T,333,Can-FP-biotin,6-N-biotinylaminohexyl isopropyl phosphate,H(34) C(19) N(3) O(5) P S,447.5291,447.195679,T,Anywhere,Chemical derivative,3,FALSE,2010-12-03 16:24:45,FALSE,TRUE
HNE+Delta:H(2):C,335,HNE+Delta:H(2),reduced 4-Hydroxynonenal,H(18) C(9) O(2),158.238,158.13068,C,Anywhere,Chemical derivative,1,FALSE,2011-07-18 11:28:34,TRUE,TRUE
HNE+Delta:H(2):H,335,HNE+Delta:H(2),reduced 4-Hydroxynonenal,H(18) C(9) O(2),158.238,158.13068,H,Anywhere,Chemical derivative,2,FALSE,2011-07-18 11:28:34,TRUE,TRUE
HNE+Delta:H(2):K,335,HNE+Delta:H(2),reduced 4-Hydroxynonenal,H(18) C(9) O(2),158.238,158.13068,K,Anywhere,Chemical derivative,3,FALSE,2011-07-18 11:28:34,TRUE,TRUE
Thrbiotinhydrazide:T,361,Thrbiotinhydrazide,oxidized Threonine biotinylated with biotin hydrazide,H(16) C(10) N(4) O S,240.3252,240.104482,T,Anywhere,Chemical derivative,1,FALSE,2006-11-14 12:12:13,FALSE,TRUE
Methylamine:S,337,Methylamine,Michael addition with methylamine,H(3) C N O(-1),13.0418,13.031634,S,Anywhere,Artefact,1,FALSE,2006-10-14 10:02:51,TRUE,TRUE
Methylamine:T,337,Methylamine,Michael addition with methylamine,H(3) C N O(-1),13.0418,13.031634,T,Anywhere,Artefact,2,FALSE,2006-10-14 10:02:51,TRUE,TRUE
Diisopropylphosphate:S,362,Diisopropylphosphate,O-Diisopropylphosphorylation,H(13) C(6) O(3) P,164.1394,164.060231,S,Anywhere,Chemical derivative,1,FALSE,2011-12-05 16:14:23,FALSE,TRUE
Diisopropylphosphate:T,362,Diisopropylphosphate,O-Diisopropylphosphorylation,H(13) C(6) O(3) P,164.1394,164.060231,T,Anywhere,Chemical derivative,2,FALSE,2011-12-05 16:14:23,FALSE,TRUE
Diisopropylphosphate:Y,362,Diisopropylphosphate,O-Diisopropylphosphorylation,H(13) C(6) O(3) P,164.1394,164.060231,Y,Anywhere,Chemical derivative,3,FALSE,2011-12-05 16:14:23,FALSE,TRUE
Diisopropylphosphate:K,362,Diisopropylphosphate,O-Diisopropylphosphorylation,H(13) C(6) O(3) P,164.1394,164.060231,K,Anywhere,Chemical derivative,4,FALSE,2011-12-05 16:14:23,FALSE,TRUE
Diisopropylphosphate:N-term,362,Diisopropylphosphate,O-Diisopropylphosphorylation,H(13) C(6) O(3) P,164.1394,164.060231,N-term,Any N-term,Chemical derivative,5,FALSE,2011-12-05 16:14:23,FALSE,TRUE
Isopropylphospho:S,363,Isopropylphospho,O-Isopropylphosphorylation,H(7) C(3) O(3) P,122.0596,122.013281,S,Anywhere,Chemical derivative,1,FALSE,2007-01-15 15:25:45,FALSE,TRUE
Isopropylphospho:T,363,Isopropylphospho,O-Isopropylphosphorylation,H(7) C(3) O(3) P,122.0596,122.013281,T,Anywhere,Chemical derivative,2,FALSE,2007-01-15 15:25:45,FALSE,TRUE
Isopropylphospho:Y,363,Isopropylphospho,O-Isopropylphosphorylation,H(7) C(3) O(3) P,122.0596,122.013281,Y,Anywhere,Chemical derivative,3,FALSE,2007-01-15 15:25:45,FALSE,TRUE
ICPL:13C(6):K,364,ICPL:13C(6),"Bruker Daltonics SERVA-ICPL(TM) quantification chemistry, heavy form",H(3) 13C(6) N O,111.05,111.041593,K,Anywhere,Isotopic label,1,FALSE,2008-09-03 15:27:07,FALSE,FALSE
ICPL:13C(6):P-N-term,364,ICPL:13C(6),"Bruker Daltonics SERVA-ICPL(TM) quantification chemistry, heavy form",H(3) 13C(6) N O,111.05,111.041593,N-term,Protein N-term,Isotopic label,2,FALSE,2008-09-03 15:27:07,FALSE,FALSE
ICPL:13C(6):N-term,364,ICPL:13C(6),"Bruker Daltonics SERVA-ICPL(TM) quantification chemistry, heavy form",H(3) 13C(6) N O,111.05,111.041593,N-term,Any N-term,Isotopic label,3,FALSE,2008-09-03 15:27:07,FALSE,TRUE
CarbamidomethylDTT:C,893,CarbamidomethylDTT,Carbamidomethylated DTT modification of cysteine,H(11) C(6) N O(3) S(2),209.2864,209.018035,C,Anywhere,Artefact,1,FALSE,2017-06-15 14:11:41,FALSE,TRUE
ICPL:K,365,ICPL,"Bruker Daltonics SERVA-ICPL(TM) quantification chemistry, light form",H(3) C(6) N O,105.0941,105.021464,K,Anywhere,Isotopic label,1,FALSE,2008-09-03 15:26:36,FALSE,FALSE
ICPL:P-N-term,365,ICPL,"Bruker Daltonics SERVA-ICPL(TM) quantification chemistry, light form",H(3) C(6) N O,105.0941,105.021464,N-term,Protein N-term,Isotopic label,2,FALSE,2008-09-03 15:26:36,FALSE,FALSE
ICPL:N-term,365,ICPL,"Bruker Daltonics SERVA-ICPL(TM) quantification chemistry, light form",H(3) C(6) N O,105.0941,105.021464,N-term,Any N-term,Isotopic label,3,FALSE,2008-09-03 15:26:36,FALSE,TRUE
Deamidated:18O(1):Q,366,Deamidated:18O(1),Deamidation in presence of O18,H(-1) N(-1) 18O,2.9845,2.988261,Q,Anywhere,Isotopic label,1,FALSE,2006-10-14 09:35:33,TRUE,TRUE
Deamidated:18O(1):N,366,Deamidated:18O(1),Deamidation in presence of O18,H(-1) N(-1) 18O,2.9845,2.988261,N,Anywhere,Isotopic label,1,FALSE,2006-10-14 09:35:33,TRUE,TRUE
Arg->Orn:R,372,Arg->Orn,Ornithine from Arginine,H(-2) C(-1) N(-2),-42.04,-42.021798,R,Anywhere,Artefact,1,FALSE,2006-10-13 15:26:33,TRUE,TRUE
Cation:Cu[I]:E,531,Cation:Cu[I],Replacement of proton by copper,H(-1) Cu,62.5381,61.921774,E,Anywhere,Artefact,1,FALSE,2015-03-19 09:33:03,TRUE,TRUE
Cation:Cu[I]:D,531,Cation:Cu[I],Replacement of proton by copper,H(-1) Cu,62.5381,61.921774,D,Anywhere,Artefact,1,FALSE,2015-03-19 09:33:03,TRUE,TRUE
Cation:Cu[I]:C-term,531,Cation:Cu[I],Replacement of proton by copper,H(-1) Cu,62.5381,61.921774,C-term,Any C-term,Artefact,2,FALSE,2015-03-19 09:33:03,TRUE,TRUE
Cation:Cu[I]:H,531,Cation:Cu[I],Replacement of proton by copper,H(-1) Cu,62.5381,61.921774,H,Anywhere,Artefact,3,FALSE,2015-03-19 09:33:03,TRUE,TRUE
Dehydro:C,374,Dehydro,Half of a disulfide bridge,H(-1),-1.0079,-1.007825,C,Anywhere,Multiple,1,FALSE,2006-10-13 18:28:17,TRUE,FALSE
Diphthamide:H,375,Diphthamide,Diphthamide,H(14) C(7) N(2) O,142.1989,142.110613,H,Anywhere,Post-translational,1,FALSE,2015-09-08 17:15:11,TRUE,TRUE
Hydroxyfarnesyl:C,376,Hydroxyfarnesyl,hydroxyfarnesyl,H(24) C(15) O,220.3505,220.182715,C,Anywhere,Post-translational,1,FALSE,2006-10-16 15:20:11,TRUE,TRUE
Diacylglycerol:C,377,Diacylglycerol,diacylglycerol,H(68) C(37) O(4),576.9334,576.511761,C,Anywhere,Post-translational,1,FALSE,2006-10-16 17:05:40,TRUE,TRUE
Carboxyethyl:K,378,Carboxyethyl,carboxyethyl,H(4) C(3) O(2),72.0627,72.021129,K,Anywhere,Post-translational,1,FALSE,2012-09-19 22:24:05,TRUE,TRUE
Carboxyethyl:H,378,Carboxyethyl,carboxyethyl,H(4) C(3) O(2),72.0627,72.021129,H,Anywhere,Chemical derivative,2,FALSE,2012-09-19 22:24:05,TRUE,TRUE
Hypusine:K,379,Hypusine,hypusine,H(9) C(4) N O,87.1204,87.068414,K,Anywhere,Post-translational,1,FALSE,2006-10-16 12:35:24,TRUE,TRUE
Retinylidene:K,380,Retinylidene,retinal,H(26) C(20),266.4204,266.203451,K,Anywhere,Post-translational,1,FALSE,2006-10-16 15:47:14,TRUE,TRUE
Lys->AminoadipicAcid:K,381,Lys->AminoadipicAcid,alpha-amino adipic acid,H(-3) N(-1) O(2),14.9683,14.96328,K,Anywhere,Post-translational,1,FALSE,2006-10-14 10:33:11,TRUE,TRUE
Cys->PyruvicAcid:P-C,382,Cys->PyruvicAcid,pyruvic acid from N-term cys,H(-3) N(-1) O S(-1),-33.0961,-33.003705,C,Protein N-term,Post-translational,1,FALSE,2006-10-13 16:42:55,TRUE,TRUE
Ammonia-loss:P-T,385,Ammonia-loss,Loss of ammonia,H(-3) N(-1),-17.0305,-17.026549,T,Protein N-term,Post-translational,1,FALSE,2007-07-15 20:11:01,FALSE,TRUE
Ammonia-loss:P-S,385,Ammonia-loss,Loss of ammonia,H(-3) N(-1),-17.0305,-17.026549,S,Protein N-term,Post-translational,2,FALSE,2007-07-15 20:11:01,FALSE,TRUE
Ammonia-loss:C,385,Ammonia-loss,Loss of ammonia,H(-3) N(-1),-17.0305,-17.026549,C,Any N-term,Artefact,3,FALSE,2007-07-15 20:11:01,FALSE,FALSE
Ammonia-loss:N,385,Ammonia-loss,Loss of ammonia,H(-3) N(-1),-17.0305,-17.026549,N,Anywhere,Chemical derivative,4,FALSE,2007-07-15 20:11:01,FALSE,TRUE
Phycocyanobilin:C,387,Phycocyanobilin,phycocyanobilin,H(38) C(33) N(4) O(6),586.678,586.279135,C,Anywhere,Post-translational,1,FALSE,2006-10-16 17:07:44,TRUE,TRUE
Phycoerythrobilin:C,388,Phycoerythrobilin,phycoerythrobilin,H(40) C(33) N(4) O(6),588.6939,588.294785,C,Anywhere,Post-translational,1,FALSE,2006-10-16 17:08:02,TRUE,TRUE
Phytochromobilin:C,389,Phytochromobilin,phytochromobilin,H(36) C(33) N(4) O(6),584.6621,584.263485,C,Anywhere,Post-translational,1,FALSE,2006-10-16 17:07:22,TRUE,TRUE
Heme:C,390,Heme,heme,H(32) C(34) N(4) O(4) Fe,616.4873,616.177295,C,Anywhere,Post-translational,1,FALSE,2006-10-16 17:10:28,TRUE,TRUE
Heme:H,390,Heme,heme,H(32) C(34) N(4) O(4) Fe,616.4873,616.177295,H,Anywhere,Post-translational,2,FALSE,2006-10-16 17:10:28,TRUE,TRUE
Molybdopterin:C,391,Molybdopterin,molybdopterin,H(11) C(10) N(5) O(8) P S(2) Mo,520.2668,521.884073,C,Anywhere,Post-translational,1,FALSE,2006-10-16 17:02:25,TRUE,TRUE
Quinone:Y,392,Quinone,quinone,H(-2) O(2),29.9829,29.974179,Y,Anywhere,Post-translational,1,FALSE,2006-10-15 18:03:47,TRUE,TRUE
Quinone:W,392,Quinone,quinone,H(-2) O(2),29.9829,29.974179,W,Anywhere,Post-translational,2,FALSE,2006-10-15 18:03:47,TRUE,TRUE
Glucosylgalactosyl:K,393,Glucosylgalactosyl,glucosylgalactosyl hydroxylysine,O Hex(2),340.2806,340.100562,K,Anywhere,Other glycosylation,1,FALSE,2015-05-01 14:08:37,TRUE,TRUE
Glucosylgalactosyl:K:NL,393,Glucosylgalactosyl,glucosylgalactosyl hydroxylysine,O Hex(2),340.2806,340.100562,K,Anywhere,Other glycosylation,1,TRUE,2015-05-01 14:08:37,TRUE,TRUE
GPIanchor:P-C-term,394,GPIanchor,glycosylphosphatidylinositol,H(6) C(2) N O(3) P,123.0477,123.00853,C-term,Protein C-term,Post-translational,1,FALSE,2006-11-14 11:13:52,FALSE,TRUE
PhosphoribosyldephosphoCoA:S,395,PhosphoribosyldephosphoCoA,phosphoribosyl dephospho-coenzyme A,H(42) C(26) N(7) O(19) P(3) S,881.6335,881.146904,S,Anywhere,Post-translational,1,FALSE,2006-10-16 17:19:42,TRUE,TRUE
GlycerylPE:E,396,GlycerylPE,glycerylphosphorylethanolamine,H(12) C(5) N O(5) P,197.1262,197.04531,E,Anywhere,Post-translational,1,FALSE,2006-10-16 15:08:39,TRUE,TRUE
Triiodothyronine:Y,397,Triiodothyronine,triiodo,H C(6) O I(3),469.785,469.716159,Y,Anywhere,Post-translational,1,FALSE,2006-10-16 16:59:19,TRUE,TRUE
Thyroxine:Y,398,Thyroxine,tetraiodo,C(6) O I(4),595.6815,595.612807,Y,Anywhere,Post-translational,1,FALSE,2006-10-16 17:08:51,TRUE,TRUE
Tyr->Dha:Y,400,Tyr->Dha,Dehydroalanine (from Tyrosine),H(-6) C(-6) O(-1),-94.1112,-94.041865,Y,Anywhere,Post-translational,1,FALSE,2006-10-13 15:02:50,TRUE,TRUE
Didehydro:Y,401,Didehydro,2-amino-3-oxo-butanoic_acid,H(-2),-2.0159,-2.01565,Y,Anywhere,Post-translational,1,FALSE,2008-07-30 12:01:47,TRUE,TRUE
Didehydro:S,401,Didehydro,2-amino-3-oxo-butanoic_acid,H(-2),-2.0159,-2.01565,S,Anywhere,Post-translational,2,FALSE,2008-07-30 12:01:47,TRUE,TRUE
Didehydro:T,401,Didehydro,2-amino-3-oxo-butanoic_acid,H(-2),-2.0159,-2.01565,T,Anywhere,Chemical derivative,3,FALSE,2008-07-30 12:01:47,TRUE,TRUE
Didehydro:K,401,Didehydro,2-amino-3-oxo-butanoic_acid,H(-2),-2.0159,-2.01565,K,Any C-term,Artefact,4,FALSE,2008-07-30 12:01:47,TRUE,TRUE
Cys->Oxoalanine:C,402,Cys->Oxoalanine,oxoalanine,H(-2) O S(-1),-18.0815,-17.992806,C,Anywhere,Post-translational,1,FALSE,2009-03-13 16:04:03,TRUE,TRUE
Ser->LacticAcid:P-S,403,Ser->LacticAcid,lactic acid from N-term Ser,H(-1) N(-1),-15.0146,-15.010899,S,Protein N-term,Post-translational,1,FALSE,2006-10-13 17:18:52,TRUE,TRUE
GluGlu:P-C-term,451,GluGlu,diglutamyl,H(14) C(10) N(2) O(6),258.228,258.085186,C-term,Protein C-term,Post-translational,1,FALSE,2006-10-17 13:49:07,FALSE,TRUE
GluGlu:E,451,GluGlu,diglutamyl,H(14) C(10) N(2) O(6),258.228,258.085186,E,Anywhere,Post-translational,2,FALSE,2006-10-17 13:49:07,FALSE,TRUE
Phosphoadenosine:Y,405,Phosphoadenosine,AMP,H(12) C(10) N(5) O(6) P,329.2059,329.05252,Y,Anywhere,Post-translational,1,FALSE,2015-05-01 13:24:04,TRUE,TRUE
Phosphoadenosine:K,405,Phosphoadenosine,AMP,H(12) C(10) N(5) O(6) P,329.2059,329.05252,K,Anywhere,Post-translational,2,FALSE,2015-05-01 13:24:04,TRUE,TRUE
Phosphoadenosine:T,405,Phosphoadenosine,AMP,H(12) C(10) N(5) O(6) P,329.2059,329.05252,T,Anywhere,Post-translational,3,FALSE,2015-05-01 13:24:04,TRUE,TRUE
Phosphoadenosine:H,405,Phosphoadenosine,AMP,H(12) C(10) N(5) O(6) P,329.2059,329.05252,H,Anywhere,Post-translational,4,FALSE,2015-05-01 13:24:04,TRUE,TRUE
Glu:P-C-term,450,Glu,monoglutamyl,H(7) C(5) N O(3),129.114,129.042593,C-term,Protein C-term,Chemical derivative,1,FALSE,2006-10-17 13:48:54,FALSE,TRUE
Glu:E,450,Glu,monoglutamyl,H(7) C(5) N O(3),129.114,129.042593,E,Anywhere,Post-translational,2,FALSE,2006-10-17 13:48:54,FALSE,TRUE
Hydroxycinnamyl:C,407,Hydroxycinnamyl,hydroxycinnamyl,H(6) C(9) O(2),146.1427,146.036779,C,Anywhere,Post-translational,1,FALSE,2006-10-16 14:02:07,TRUE,TRUE
Glycosyl:P,408,Glycosyl,glycosyl-L-hydroxyproline,H(-2) C(-1) Hex,148.114,148.037173,P,Anywhere,Other glycosylation,1,FALSE,2015-05-01 13:14:26,TRUE,TRUE
FMNH:C,409,FMNH,flavin mononucleotide,H(19) C(17) N(4) O(9) P,454.3279,454.088965,C,Anywhere,Post-translational,1,FALSE,2006-10-16 16:57:46,TRUE,TRUE
FMNH:H,409,FMNH,flavin mononucleotide,H(19) C(17) N(4) O(9) P,454.3279,454.088965,H,Anywhere,Post-translational,2,FALSE,2006-10-16 16:57:46,TRUE,TRUE
Archaeol:C,410,Archaeol,S-diphytanylglycerol diether,H(86) C(43) O(2),635.1417,634.662782,C,Anywhere,Post-translational,1,FALSE,2006-10-16 17:10:59,TRUE,TRUE
Phenylisocyanate:N-term,411,Phenylisocyanate,phenyl isocyanate,H(5) C(7) N O,119.1207,119.037114,N-term,Any N-term,Chemical derivative,1,FALSE,2006-10-16 12:48:08,TRUE,TRUE
Phenylisocyanate:2H(5):N-term,412,Phenylisocyanate:2H(5),d5-phenyl isocyanate,2H(5) C(7) N O,124.1515,124.068498,N-term,Any N-term,Chemical derivative,1,FALSE,2006-10-16 13:35:26,TRUE,TRUE
Phosphoguanosine:K,413,Phosphoguanosine,phospho-guanosine,H(12) C(10) N(5) O(7) P,345.2053,345.047435,K,Anywhere,Post-translational,1,FALSE,2006-10-16 16:01:42,TRUE,TRUE
Phosphoguanosine:H,413,Phosphoguanosine,phospho-guanosine,H(12) C(10) N(5) O(7) P,345.2053,345.047435,H,Anywhere,Post-translational,2,FALSE,2006-10-16 16:01:42,TRUE,TRUE
Hydroxymethyl:N,414,Hydroxymethyl,hydroxymethyl,H(2) C O,30.026,30.010565,N,Anywhere,Post-translational,1,FALSE,2006-10-15 18:04:18,TRUE,TRUE
MolybdopterinGD+Delta:S(-1)Se(1):C,415,MolybdopterinGD+Delta:S(-1)Se(1),L-selenocysteinyl molybdenum bis(molybdopterin guanine dinucleotide),H(47) C(40) N(20) O(26) P(4) S(3) Se Mo,1618.9096,1620.930224,C,Anywhere,Post-translational,1,FALSE,2006-10-17 11:44:58,TRUE,TRUE
Dipyrrolylmethanemethyl:C,416,Dipyrrolylmethanemethyl,dipyrrolylmethanemethyl,H(22) C(20) N(2) O(8),418.3973,418.137616,C,Anywhere,Post-translational,1,FALSE,2006-11-14 10:37:01,TRUE,TRUE
PhosphoUridine:Y,417,PhosphoUridine,uridine phosphodiester,H(11) C(9) N(2) O(8) P,306.166,306.025302,Y,Anywhere,Post-translational,1,FALSE,2006-10-16 15:52:11,TRUE,TRUE
PhosphoUridine:H,417,PhosphoUridine,uridine phosphodiester,H(11) C(9) N(2) O(8) P,306.166,306.025302,H,Anywhere,Post-translational,2,FALSE,2006-10-16 15:52:11,TRUE,TRUE
Glycerophospho:S,419,Glycerophospho,glycerophospho,H(7) C(3) O(5) P,154.0584,154.00311,S,Anywhere,Post-translational,1,FALSE,2006-10-16 14:03:40,TRUE,TRUE
Carboxy->Thiocarboxy:P-G,420,Carboxy->Thiocarboxy,thiocarboxylic acid,O(-1) S,16.0656,15.977156,G,Protein C-term,Post-translational,1,FALSE,2006-10-14 10:59:20,TRUE,TRUE
Sulfide:C,421,Sulfide,persulfide,S,32.065,31.972071,C,Anywhere,Post-translational,1,FALSE,2012-11-23 11:25:27,TRUE,TRUE
Sulfide:D,421,Sulfide,persulfide,S,32.065,31.972071,D,Anywhere,Post-translational,2,FALSE,2012-11-23 11:25:27,TRUE,TRUE
Sulfide:W,421,Sulfide,persulfide,S,32.065,31.972071,W,Anywhere,Chemical derivative,3,FALSE,2012-11-23 11:25:27,TRUE,TRUE
PyruvicAcidIminyl:P-C,422,PyruvicAcidIminyl,N-pyruvic acid 2-iminyl,H(2) C(3) O(2),70.0468,70.005479,C,Protein N-term,Post-translational,1,FALSE,2006-10-16 10:35:08,TRUE,TRUE
PyruvicAcidIminyl:P-V,422,PyruvicAcidIminyl,N-pyruvic acid 2-iminyl,H(2) C(3) O(2),70.0468,70.005479,V,Protein N-term,Post-translational,2,FALSE,2006-10-16 10:35:08,TRUE,TRUE
PyruvicAcidIminyl:K,422,PyruvicAcidIminyl,N-pyruvic acid 2-iminyl,H(2) C(3) O(2),70.0468,70.005479,K,Anywhere,Post-translational,3,FALSE,2006-10-16 10:35:08,TRUE,TRUE
Delta:Se(1):C,423,Delta:Se(1),selenyl,Se,78.96,79.91652,C,Anywhere,Post-translational,1,FALSE,2006-10-16 11:14:44,TRUE,TRUE
MolybdopterinGD:C,424,MolybdopterinGD,molybdenum bis(molybdopterin guanine dinucleotide),H(47) C(40) N(20) O(26) P(4) S(4) Mo,1572.0146,1572.985775,C,Anywhere,Post-translational,1,FALSE,2016-02-01 14:23:12,TRUE,TRUE
MolybdopterinGD:D,424,MolybdopterinGD,molybdenum bis(molybdopterin guanine dinucleotide),H(47) C(40) N(20) O(26) P(4) S(4) Mo,1572.0146,1572.985775,D,Anywhere,Post-translational,2,FALSE,2016-02-01 14:23:12,TRUE,TRUE
MolybdopterinGD:U,424,MolybdopterinGD,molybdenum bis(molybdopterin guanine dinucleotide),H(47) C(40) N(20) O(26) P(4) S(4) Mo,1572.0146,1572.985775,U,Anywhere,Post-translational,3,FALSE,2016-02-01 14:23:12,TRUE,TRUE
Dioxidation:P,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,P,Anywhere,Post-translational,1,FALSE,2017-11-03 09:33:41,TRUE,TRUE
Dioxidation:R,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,R,Anywhere,Post-translational,2,FALSE,2017-11-03 09:33:41,TRUE,TRUE
Dioxidation:K,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,K,Anywhere,Post-translational,3,FALSE,2017-11-03 09:33:41,TRUE,TRUE
Dioxidation:M,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,M,Anywhere,Post-translational,4,FALSE,2017-11-03 09:33:41,TRUE,FALSE
Dioxidation:F,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,F,Anywhere,Chemical derivative,5,FALSE,2017-11-03 09:33:41,TRUE,TRUE
Dioxidation:W,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,W,Anywhere,Chemical derivative,6,FALSE,2017-11-03 09:33:41,TRUE,TRUE
Dioxidation:Y,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,Y,Anywhere,Post-translational,7,FALSE,2017-11-03 09:33:41,TRUE,TRUE
Dioxidation:C,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,C,Anywhere,Post-translational,8,FALSE,2017-11-03 09:33:41,TRUE,TRUE
Dioxidation:U,425,Dioxidation,dihydroxy,O(2),31.9988,31.989829,U,Anywhere,Multiple,9,FALSE,2017-11-03 09:33:41,TRUE,TRUE
